Time,Latitude (deg): ,Longitude (deg): ,Altitude(mm),Pulse,SATS
4155581,39.308575,-119.917961,2777296,1,19
4155796,39.308575,-119.917961,2777283,1,19
4155964,39.308575,-119.917961,2777272,1,19
4156179,39.308575,-119.917961,2777251,1,19
4156394,39.308575,-119.917961,2777242,1,19
4156559,39.308575,-119.917961,2777221,1,19
4156774,39.308575,-119.917961,2777171,1,19
4156988,39.308575,-119.917961,2777116,0,19
4157202,39.308575,-119.917961,2777076,0,19
4157367,39.308575,-119.917961,2777038,0,19
4157581,39.308575,-119.917961,2776951,0,19
4157797,39.308575,-119.917961,2776934,0,19
4157963,39.308575,-119.917961,2776911,0,19
4158179,39.308575,-119.917961,2776897,0,19
4158398,39.308575,-119.917961,2776835,0,19
4158563,39.308575,-119.917961,2776793,0,19
4158778,39.308578,-119.917961,2776799,0,19
4158992,39.308575,-119.917961,2776850,0,19
4159207,39.308575,-119.917961,2776853,0,19
4159373,39.308575,-119.917961,2776918,1,18
4159588,39.308575,-119.917961,2776944,1,18
4159804,39.308578,-119.917961,2776937,1,18
4159969,39.308578,-119.917961,2776923,0,18
4160185,39.308578,-119.917961,2776911,0,18
4160401,39.308578,-119.917961,2776887,0,18
4160571,39.308575,-119.917961,2776833,0,18
4160787,39.308578,-119.917961,2776824,0,18
4161002,39.308578,-119.917961,2776910,0,18
4161168,39.308578,-119.917961,2777088,0,18
4161383,39.308578,-119.917961,2777246,0,18
4161598,39.308582,-119.917961,2777336,1,18
4161763,39.308582,-119.917961,2777413,1,18
4161977,39.308582,-119.917961,2777464,1,18
4162193,39.308582,-119.917961,2777501,1,19
4162358,39.308582,-119.917961,2777488,1,19
4162573,39.308582,-119.917961,2777499,1,19
4162789,39.308582,-119.917961,2777492,1,19
4163010,39.308582,-119.917961,2777492,1,19
4163176,39.308582,-119.917961,2777518,1,19
4163391,39.308582,-119.917961,2777521,1,19
4163607,39.308582,-119.917961,2777562,1,19
4163773,39.308582,-119.917961,2777576,1,19
4163988,39.308582,-119.917961,2777572,1,19
4164202,39.308582,-119.917961,2777574,1,19
4164367,39.308586,-119.917961,2777523,1,19
4164582,39.308586,-119.917961,2777501,1,19
4164798,39.308586,-119.917961,2777484,1,19
4164963,39.308586,-119.917961,2777489,1,19
4165181,39.308586,-119.917961,2777443,1,19
4165397,39.308586,-119.917961,2777404,1,19
4165562,39.308586,-119.917961,2777410,0,19
4165778,39.308586,-119.917961,2777445,0,19
4165994,39.308586,-119.917961,2777476,1,19
4166209,39.308586,-119.917961,2777496,1,19
4166373,39.308586,-119.917961,2777531,1,19
4166589,39.308586,-119.917961,2777560,0,19
4166805,39.308586,-119.917961,2777548,0,19
4166969,39.308586,-119.917961,2777598,0,19
4167183,39.308586,-119.917961,2777595,0,19
4167398,39.308586,-119.917961,2777530,0,19
4167569,39.308590,-119.917961,2777547,1,19
4167786,39.308590,-119.917961,2777567,1,19
4168001,39.308590,-119.917961,2777675,1,19
4168166,39.308590,-119.917961,2777682,1,19
4168382,39.308590,-119.917961,2777682,1,19
4168597,39.308590,-119.917961,2777682,1,19
4168761,39.308586,-119.917961,2777654,1,19
4168976,39.308586,-119.917961,2777582,1,19
4169191,39.308586,-119.917961,2777516,1,19
4169407,39.308586,-119.917961,2777516,1,19
4169573,39.308586,-119.917961,2777564,1,19
4169786,39.308586,-119.917961,2777597,1,19
4170006,39.308586,-119.917961,2777571,1,19
4170172,39.308590,-119.917961,2777473,1,19
4170388,39.308590,-119.917961,2777403,0,19
4170604,39.308590,-119.917961,2777437,0,19
4170771,39.308590,-119.917961,2777514,0,19
4170985,39.308590,-119.917961,2777568,0,19
4171200,39.308590,-119.917961,2777589,0,19
4171366,39.308590,-119.917961,2777651,0,19
4171582,39.308590,-119.917961,2777692,0,19
4171797,39.308590,-119.917961,2777683,0,19
4171963,39.308590,-119.917961,2777687,0,19
4172182,39.308590,-119.917961,2777708,0,19
4172398,39.308590,-119.917961,2777735,0,19
4172563,39.308590,-119.917961,2777719,0,19
4172780,39.308590,-119.917961,2777680,0,19
4172996,39.308590,-119.917961,2777695,0,19
4173160,39.308590,-119.917961,2777718,0,19
4173375,39.308590,-119.917961,2777728,0,19
4173591,39.308590,-119.917961,2777716,0,19
4173807,39.308590,-119.917961,2777720,1,19
4173972,39.308590,-119.917961,2777722,1,19
4174189,39.308590,-119.917961,2777724,1,19
4174403,39.308586,-119.917961,2777708,1,19
4174572,39.308586,-119.917961,2777724,1,19
4174787,39.308590,-119.917961,2777733,1,19
4175001,39.308590,-119.917961,2777734,1,19
4175166,39.308590,-119.917961,2777734,1,19
4175380,39.308590,-119.917961,2777734,1,19
4175596,39.308590,-119.917961,2777740,1,19
4175761,39.308590,-119.917961,2777730,1,19
4175976,39.308590,-119.917961,2777723,1,19
4176192,39.308590,-119.917961,2777750,1,19
4176406,39.308590,-119.917961,2777782,1,19
4176571,39.308590,-119.917961,2777785,1,19
4176787,39.308590,-119.917976,2777759,1,19
4177006,39.308594,-119.917976,2777805,1,19
4177171,39.308594,-119.917976,2777865,0,19
4177387,39.308594,-119.917976,2777901,0,19
4177601,39.308594,-119.917976,2777903,0,19
4177767,39.308594,-119.917976,2777916,0,19
4177981,39.308594,-119.917976,2777934,0,19
4178197,39.308594,-119.917976,2777933,0,19
4178361,39.308594,-119.917976,2777953,0,19
4178575,39.308594,-119.917976,2778032,0,19
4178791,39.308594,-119.917976,2778036,0,19
4179006,39.308594,-119.917976,2778120,0,19
4179175,39.308594,-119.917976,2778112,0,19
4179391,39.308594,-119.917976,2778145,0,19
4179607,39.308594,-119.917976,2778221,0,19
4179772,39.308594,-119.917976,2778236,0,19
4179988,39.308594,-119.917976,2778218,1,19
4180203,39.308594,-119.917976,2778277,1,19
4180368,39.308594,-119.917976,2778321,1,19
4180582,39.308594,-119.917976,2778377,1,19
4180797,39.308594,-119.917976,2778406,1,19
4180961,39.308594,-119.917976,2778460,1,19
4181176,39.308594,-119.917976,2778513,1,19
4181392,39.308594,-119.917976,2778573,1,19
4181612,39.308594,-119.917976,2778600,1,19
4181776,39.308594,-119.917976,2778631,1,19
4181992,39.308594,-119.917976,2778705,0,19
4182207,39.308594,-119.917976,2778747,1,19
4182372,39.308594,-119.917976,2778800,1,19
4182588,39.308594,-119.917976,2778888,1,19
4182804,39.308594,-119.917976,2778956,1,19
4182969,39.308594,-119.917976,2778987,1,19
4183185,39.308594,-119.917976,2779041,1,19
4183400,39.308594,-119.917976,2779099,1,19
4183565,39.308594,-119.917976,2779160,1,19
4183779,39.308594,-119.917976,2779218,1,19
4183998,39.308594,-119.917976,2779254,1,19
4184162,39.308594,-119.917976,2779296,1,19
4184377,39.308594,-119.917976,2779331,1,19
4184592,39.308594,-119.917976,2779324,1,19
4184807,39.308594,-119.917976,2779357,1,19
4184972,39.308594,-119.917976,2779395,1,19
4185188,39.308594,-119.917976,2779441,1,19
4185402,39.308594,-119.917976,2779489,1,19
4185568,39.308594,-119.917976,2779542,1,19
4185784,39.308594,-119.917976,2779578,1,19
4185999,39.308594,-119.917976,2779619,1,19
4186168,39.308594,-119.917976,2779640,0,19
4186382,39.308590,-119.917976,2779660,0,19
4186597,39.308590,-119.917976,2779709,0,19
4186761,39.308590,-119.917976,2779765,0,19
4186976,39.308590,-119.917976,2779794,0,19
4187192,39.308590,-119.917976,2779816,0,19
4187406,39.308590,-119.917976,2779834,0,19
4187580,39.308590,-119.917976,2779877,0,19
4187797,39.308590,-119.917976,2779927,0,19
4187961,39.308590,-119.917976,2779955,0,19
4188176,39.308590,-119.917976,2780002,0,19
4188391,39.308590,-119.917976,2780002,0,19
4188612,39.308590,-119.917976,2780028,0,19
4188777,39.308594,-119.917976,2780016,0,19
4188992,39.308594,-119.917976,2780055,0,19
4189206,39.308594,-119.917976,2780071,0,19
4189371,39.308594,-119.917976,2780114,0,19
4189587,39.308594,-119.917976,2780141,0,19
4189802,39.308594,-119.917976,2780159,0,19
4189967,39.308594,-119.917976,2780139,0,19
4190183,39.308590,-119.917976,2780126,0,19
4190397,39.308590,-119.917976,2780104,0,19
4190562,39.308590,-119.917976,2780110,0,19
4190780,39.308594,-119.917976,2780112,1,19
4190996,39.308594,-119.917976,2780109,1,19
4191161,39.308594,-119.917976,2780097,1,19
4191376,39.308594,-119.917976,2780078,1,19
4191591,39.308594,-119.917976,2780111,1,19
4191756,39.308594,-119.917976,2780157,1,19
4191971,39.308594,-119.917976,2780139,1,19
4192186,39.308594,-119.917976,2780139,1,19
4192401,39.308594,-119.917976,2780157,0,19
4192566,39.308594,-119.917976,2780145,0,19
4192781,39.308594,-119.917976,2780140,0,19
4192996,39.308594,-119.917976,2780131,0,19
4193164,39.308594,-119.917976,2780118,0,19
4193378,39.308594,-119.917976,2780112,0,19
4193593,39.308594,-119.917976,2780093,0,18
4193758,39.308594,-119.917976,2780088,0,18
4193973,39.308594,-119.917976,2780074,0,18
4194188,39.308594,-119.917976,2780058,0,19
4194404,39.308594,-119.917976,2780051,0,19
4194568,39.308594,-119.917976,2780042,0,19
4194783,39.308594,-119.917976,2780034,0,19
4194999,39.308594,-119.917976,2780031,0,19
4195163,39.308594,-119.917976,2780017,0,19
4195379,39.308594,-119.917976,2780002,0,18
4195598,39.308594,-119.917976,2780003,0,19
4195763,39.308594,-119.917976,2779986,0,19
4195978,39.308594,-119.917976,2779969,0,19
4196193,39.308594,-119.917976,2779963,1,19
4196408,39.308594,-119.917976,2779977,1,19
4196573,39.308594,-119.917976,2779989,1,19
4196789,39.308594,-119.917976,2779987,0,19
4198005,39.308594,-119.917976,2779995,0,19
4198172,39.308594,-119.917976,2780017,0,19
4198387,39.308594,-119.917976,2780055,0,19
4198603,39.308594,-119.917976,2780070,1,19
4198772,39.308594,-119.917976,2780084,1,19
4198988,39.308594,-119.917976,2780092,1,19
4199204,39.308594,-119.917976,2780091,1,19
4199370,39.308594,-119.917976,2780076,1,19
4199586,39.308594,-119.917976,2780066,0,19
4199800,39.308594,-119.917976,2780044,0,19
4199965,39.308594,-119.917976,2780051,0,19
4200180,39.308594,-119.917976,2780035,0,19
4200396,39.308594,-119.917976,2780019,0,19
4200560,39.308594,-119.917976,2780004,0,19
4200775,39.308594,-119.917976,2779994,0,19
4200990,39.308594,-119.917976,2779986,0,19
4201208,39.308594,-119.917976,2779976,0,19
4201373,39.308594,-119.917976,2779961,0,19
4201590,39.308594,-119.917976,2779956,0,19
4201806,39.308594,-119.917976,2779952,0,19
4201971,39.308594,-119.917976,2779953,0,19
4202187,39.308594,-119.917976,2779961,0,19
4202404,39.308594,-119.917976,2780015,0,19
4202569,39.308594,-119.917976,2780047,0,19
4202784,39.308594,-119.917976,2780075,1,19
4203000,39.308594,-119.917976,2780090,1,19
4203165,39.308594,-119.917976,2780098,1,19
4203382,39.308594,-119.917976,2780102,1,19
4203602,39.308594,-119.917976,2780110,1,19
4203767,39.308594,-119.917976,2780108,1,19
4203983,39.308594,-119.917976,2780114,1,19
4204199,39.308594,-119.917976,2780113,1,19
4204365,39.308594,-119.917976,2780127,1,19
4204580,39.308594,-119.917976,2780131,1,19
4204795,39.308594,-119.917976,2780140,0,19
4204960,39.308594,-119.917976,2780152,0,19
4205176,39.308594,-119.917976,2780154,0,19
4205392,39.308594,-119.917976,2780165,0,19
4205606,39.308594,-119.917976,2780167,0,19
4205775,39.308594,-119.917976,2780170,0,19
4205990,39.308594,-119.917976,2780168,0,19
4206206,39.308594,-119.917976,2780169,0,19
4206371,39.308594,-119.917976,2780162,0,19
4206586,39.308594,-119.917976,2780159,0,19
4206801,39.308594,-119.917976,2780185,0,19
4206967,39.308594,-119.917976,2780211,0,19
4207182,39.308594,-119.917976,2780244,0,19
4207397,39.308594,-119.917976,2780275,0,19
4207562,39.308594,-119.917976,2780294,0,19
4207777,39.308594,-119.917976,2780313,0,19
4207993,39.308594,-119.917976,2780311,0,19
4208164,39.308594,-119.917976,2780294,0,19
4208378,39.308594,-119.917976,2780286,0,19
4208601,39.308594,-119.917976,2780289,0,19
4208767,39.308594,-119.917976,2780279,0,19
4208983,39.308594,-119.917976,2780266,0,19
4209200,39.308594,-119.917976,2780261,0,19
4209366,39.308594,-119.917976,2780256,1,19
4209580,39.308594,-119.917976,2780253,1,19
4209795,39.308594,-119.917976,2780247,1,19
4209960,39.308594,-119.917976,2780244,1,19
4210176,39.308594,-119.917976,2780240,1,19
4210391,39.308594,-119.917976,2780227,1,19
4210560,39.308594,-119.917976,2780235,1,19
4210776,39.308594,-119.917976,2780236,1,19
4210991,39.308594,-119.917976,2780242,0,19
4211206,39.308594,-119.917976,2780243,0,19
4211370,39.308594,-119.917976,2780246,0,19
4211586,39.308594,-119.917976,2780236,0,19
4211800,39.308594,-119.917976,2780233,0,19
4211965,39.308594,-119.917976,2780226,0,19
4212180,39.308594,-119.917976,2780211,0,19
4212395,39.308594,-119.917976,2780194,0,19
4212559,39.308594,-119.917976,2780179,0,19
4212779,39.308594,-119.917976,2780173,0,19
4212995,39.308594,-119.917976,2780173,1,19
4213160,39.308594,-119.917976,2780168,1,19
4213375,39.308594,-119.917976,2780166,1,19
4213590,39.308594,-119.917976,2780160,1,19
4213805,39.308594,-119.917976,2780160,1,19
4213970,39.308594,-119.917976,2780160,1,19
4214184,39.308594,-119.917976,2780146,1,19
4214400,39.308594,-119.917976,2780150,1,19
4214565,39.308594,-119.917976,2780143,1,19
4214780,39.308594,-119.917976,2780139,1,19
4214994,39.308594,-119.917976,2780145,1,19
4215166,39.308594,-119.917976,2780152,1,19
4215381,39.308594,-119.917976,2780109,1,19
4215597,39.308594,-119.917976,2780092,1,19
4215761,39.308594,-119.917976,2780110,1,19
4215977,39.308594,-119.917976,2780096,1,19
4216193,39.308594,-119.917976,2780090,1,19
4216408,39.308594,-119.917976,2780057,1,19
4216573,39.308594,-119.917976,2780046,1,19
4216787,39.308594,-119.917976,2780028,1,19
4217002,39.308594,-119.917976,2780018,1,19
4217168,39.308594,-119.917976,2780029,0,19
4217389,39.308594,-119.917976,2780034,0,19
4217604,39.308594,-119.917976,2780043,0,19
4217770,39.308594,-119.917976,2780060,0,19
4217986,39.308594,-119.917976,2780072,0,19
4218200,39.308594,-119.917976,2780088,0,19
4218366,39.308594,-119.917976,2780106,0,19
4218581,39.308594,-119.917976,2780116,0,19
4218797,39.308594,-119.917976,2780129,0,19
4218962,39.308594,-119.917976,2780140,0,19
4219177,39.308594,-119.917976,2780156,0,19
4219391,39.308594,-119.917976,2780179,0,19
4219558,39.308594,-119.917976,2780191,0,19
4219779,39.308594,-119.917976,2780210,0,19
4219995,39.308594,-119.917976,2780222,0,19
4220160,39.308594,-119.917976,2780233,0,19
4220375,39.308594,-119.917976,2780261,0,19
4220591,39.308594,-119.917976,2780275,0,19
4220805,39.308594,-119.917976,2780288,0,19
4220970,39.308594,-119.917976,2780302,0,19
4221186,39.308594,-119.917976,2780328,0,19
4221400,39.308594,-119.917976,2780344,0,19
4221566,39.308594,-119.917976,2780362,1,19
4221781,39.308594,-119.917976,2780366,1,19
4221997,39.308594,-119.917976,2780375,1,19
4222167,39.308594,-119.917976,2780377,1,19
4222382,39.308594,-119.917976,2780383,1,19
4222598,39.308594,-119.917976,2780388,1,19
4222762,39.308594,-119.917976,2780387,1,19
4222978,39.308594,-119.917976,2780392,1,19
4223193,39.308594,-119.917976,2780400,1,19
4223409,39.308594,-119.917976,2780407,0,19
4223573,39.308594,-119.917976,2780401,0,19
4223788,39.308594,-119.917976,2780407,0,19
4224003,39.308594,-119.917976,2780404,0,19
4224169,39.308594,-119.917976,2780404,0,19
4224387,39.308594,-119.917976,2780415,0,19
4224602,39.308594,-119.917976,2780401,0,19
4224767,39.308594,-119.917976,2780390,0,19
4224981,39.308594,-119.917976,2780395,0,19
4225196,39.308594,-119.917976,2780451,0,19
4225360,39.308594,-119.917976,2780438,0,19
4225574,39.308594,-119.917976,2780448,0,19
4225790,39.308594,-119.917976,2780441,0,19
4226006,39.308598,-119.917976,2780450,0,19
4226171,39.308598,-119.917976,2780599,0,19
4226387,39.308598,-119.917976,2780632,0,19
4226601,39.308594,-119.917976,2780655,0,19
4226772,39.308594,-119.917992,2780684,0,19
4226988,39.308594,-119.917992,2780691,0,19
4227203,39.308594,-119.917976,2780720,0,19
4227368,39.308594,-119.917976,2780731,0,19
4227583,39.308594,-119.917976,2780785,0,19
4227797,39.308594,-119.917976,2780817,0,19
4227962,39.308594,-119.917976,2780837,0,19
4228178,39.308598,-119.917976,2780805,0,19
4228392,39.308598,-119.917976,2780817,0,19
4228616,39.308598,-119.917976,2780774,0,19
4228781,39.308598,-119.917976,2780737,0,19
4228996,39.308598,-119.917976,2780827,0,19
4229168,39.308594,-119.917976,2780883,0,19
4229383,39.308594,-119.917976,2780871,0,19
4229597,39.308594,-119.917976,2780895,0,19
4229763,39.308594,-119.917992,2780890,0,19
4229977,39.308594,-119.917992,2780900,0,19
4230193,39.308594,-119.917992,2780886,0,19
4230358,39.308594,-119.917992,2780893,0,19
4230573,39.308594,-119.917992,2780903,0,19
4230788,39.308594,-119.917992,2780883,1,19
4231003,39.308594,-119.917992,2780870,1,19
4231169,39.308594,-119.917992,2780794,1,19
4231388,39.308598,-119.917992,2780754,0,19
4231603,39.308598,-119.917992,2780739,0,19
4231769,39.308598,-119.917992,2780727,0,19
4231983,39.308598,-119.917992,2780732,0,19
4232199,39.308594,-119.917992,2780738,0,19
4232364,39.308594,-119.917992,2780760,0,19
4232579,39.308594,-119.917992,2780773,0,19
4232793,39.308594,-119.917992,2780779,0,19
4232958,39.308594,-119.917992,2780791,1,19
4233173,39.308594,-119.917992,2780791,1,19
4233388,39.308594,-119.917992,2780799,1,19
4233602,39.308594,-119.917992,2780809,1,19
4233772,39.308594,-119.917992,2780816,1,19
4233988,39.308594,-119.917992,2780836,1,19
4234202,39.308594,-119.917992,2780846,1,19
4234368,39.308594,-119.917992,2780854,1,19
4234582,39.308594,-119.917992,2780860,1,19
4234797,39.308594,-119.917992,2780867,1,19
4234961,39.308594,-119.917992,2780870,1,19
4235176,39.308594,-119.917992,2780867,1,19
4235390,39.308594,-119.917992,2780874,1,19
4235606,39.308594,-119.917992,2780876,1,19
4235771,39.308594,-119.917992,2780875,1,19
4235986,39.308594,-119.917992,2780881,1,19
4236206,39.308594,-119.917992,2780885,1,19
4236371,39.308594,-119.917992,2780886,1,19
4236588,39.308594,-119.917992,2780885,1,19
4236802,39.308594,-119.917992,2780882,1,19
4236968,39.308594,-119.917992,2780877,0,19
4237182,39.308594,-119.917992,2780875,0,19
4237397,39.308594,-119.917992,2780879,0,19
4237563,39.308594,-119.917992,2780874,0,19
4237778,39.308594,-119.917992,2780871,0,19
4237994,39.308594,-119.917992,2780862,0,19
4238209,39.308594,-119.917992,2780855,0,19
4238378,39.308594,-119.917992,2780852,0,19
4238594,39.308594,-119.917992,2780839,0,19
4238760,39.308594,-119.917992,2780835,1,19
4238974,39.308594,-119.917992,2780825,1,19
4239189,39.308594,-119.917992,2780810,1,19
4239404,39.308594,-119.917992,2780795,1,19
4239570,39.308594,-119.917992,2780785,1,19
4239785,39.308594,-119.917992,2780771,1,19
4240001,39.308594,-119.917992,2780762,1,19
4240167,39.308594,-119.917992,2780743,1,19
4240383,39.308594,-119.917992,2780730,1,19
4240598,39.308594,-119.917992,2780731,1,19
4240768,39.308594,-119.917992,2780723,1,19
4240983,39.308594,-119.917992,2780722,1,19
4241198,39.308594,-119.917992,2780731,1,19
4241363,39.308594,-119.917992,2780733,1,19
4241579,39.308594,-119.917992,2780747,1,19
4241795,39.308594,-119.917992,2780755,1,19
4241960,39.308594,-119.917992,2780765,1,19
4242176,39.308594,-119.917992,2780781,1,19
4242392,39.308594,-119.917992,2780792,1,19
4242558,39.308594,-119.917992,2780795,1,19
4242773,39.308594,-119.917992,2780789,1,19
4242992,39.308594,-119.917992,2780796,1,19
4243207,39.308594,-119.917992,2780795,0,19
4243372,39.308594,-119.917992,2780800,0,19
4243589,39.308594,-119.917992,2780789,0,19
4243805,39.308594,-119.917992,2780796,0,19
4243969,39.308594,-119.917992,2780804,0,19
4244184,39.308590,-119.917992,2780804,0,19
4244399,39.308590,-119.917992,2780809,0,19
4244564,39.308590,-119.917992,2780807,0,19
4244779,39.308590,-119.917992,2780803,0,19
4244994,39.308590,-119.917992,2780805,0,19
4245159,39.308590,-119.917992,2780800,0,19
4245381,39.308590,-119.917992,2780798,0,19
4245596,39.308590,-119.917992,2780790,0,19
4245760,39.308590,-119.917992,2780788,0,19
4245976,39.308590,-119.917992,2780779,0,19
4246190,39.308590,-119.917992,2780768,0,19
4246407,39.308590,-119.917992,2780752,0,19
4246571,39.308590,-119.917992,2780738,0,19
4246786,39.308590,-119.917992,2780739,0,19
4247002,39.308590,-119.917992,2780730,0,19
4247168,39.308590,-119.917992,2780719,0,19
4247382,39.308590,-119.917992,2780715,1,19
4247598,39.308590,-119.917992,2780703,1,19
4247768,39.308590,-119.917992,2780690,1,19
4247982,39.308590,-119.917992,2780677,1,19
4248198,39.308590,-119.917992,2780662,1,19
4248363,39.308590,-119.917992,2780642,1,19
4248586,39.308590,-119.917992,2780625,1,19
4248801,39.308590,-119.917992,2780601,1,19
4248966,39.308590,-119.917992,2780570,1,19
4249183,39.308590,-119.917992,2780545,1,19
4249398,39.308590,-119.917992,2780530,0,19
4249565,39.308590,-119.917992,2780497,0,19
4249779,39.308590,-119.917992,2780467,0,19
4250004,39.308590,-119.917992,2780432,0,19
4250170,39.308590,-119.917992,2780399,0,19
4250385,39.308590,-119.917992,2780376,0,19
4250599,39.308590,-119.917992,2780338,0,19
4250765,39.308590,-119.917992,2780318,0,19
4250979,39.308590,-119.917992,2780307,0,19
4251195,39.308590,-119.917992,2780286,0,19
4251359,39.308590,-119.917992,2780266,0,19
4251576,39.308590,-119.917992,2780245,0,19
4251793,39.308590,-119.917992,2780222,0,19
4252007,39.308590,-119.917992,2780203,0,19
4252173,39.308590,-119.917992,2780183,0,19
4252393,39.308590,-119.917992,2780167,0,19
4252559,39.308590,-119.917992,2780152,0,19
4252775,39.308590,-119.917992,2780131,0,19
4252990,39.308590,-119.917992,2780125,0,19
4253208,39.308590,-119.917992,2780116,0,19
4253372,39.308590,-119.917992,2780110,0,19
4253588,39.308590,-119.917992,2780098,1,19
4253802,39.308590,-119.917992,2780090,1,19
4253967,39.308590,-119.917992,2780070,1,19
4254183,39.308590,-119.917992,2780060,1,19
4254398,39.308590,-119.917992,2780041,1,19
4254565,39.308590,-119.917992,2780028,1,19
4254787,39.308590,-119.917992,2780008,1,19
4255002,39.308590,-119.917992,2779990,1,19
4255167,39.308590,-119.917992,2779973,1,19
4255381,39.308590,-119.917992,2779955,0,19
4255597,39.308590,-119.917992,2779943,0,19
4255761,39.308590,-119.917992,2779920,0,19
4255977,39.308590,-119.917992,2779899,0,19
4256193,39.308590,-119.917992,2779887,0,19
4256407,39.308590,-119.917992,2779865,0,19
4256572,39.308590,-119.917992,2779852,0,19
4256787,39.308590,-119.917992,2779876,0,19
4257008,39.308590,-119.917992,2779822,0,19
4257174,39.308590,-119.917992,2779821,0,19
4257388,39.308590,-119.917992,2779819,0,19
4257605,39.308590,-119.917992,2779805,0,19
4257769,39.308590,-119.917992,2779795,0,19
4257984,39.308586,-119.917992,2779742,0,19
4258199,39.308586,-119.917992,2779627,0,19
4258365,39.308586,-119.917992,2779567,1,19
4258579,39.308586,-119.917992,2779598,1,19
4258793,39.308586,-119.917992,2779619,1,19
4258959,39.308582,-119.917992,2779638,1,19
4259174,39.308582,-119.917992,2779650,1,19
4259397,39.308582,-119.917992,2779666,1,19
4259563,39.308582,-119.917992,2779665,1,19
4259777,39.308582,-119.917992,2779667,1,19
4259992,39.308586,-119.917992,2779684,1,19
4260208,39.308586,-119.917992,2779596,1,19
4260373,39.308586,-119.917992,2779547,1,19
4260587,39.308590,-119.917992,2779638,1,19
4260802,39.308590,-119.917992,2779716,1,19
4260968,39.308590,-119.917992,2779724,1,19
4261182,39.308590,-119.917992,2779753,1,19
4261398,39.308590,-119.917992,2779766,1,19
4261562,39.308590,-119.917992,2779777,0,19
4261782,39.308590,-119.917992,2779808,0,19
4261998,39.308590,-119.917992,2779900,0,19
4262161,39.308590,-119.917992,2779960,0,19
4262377,39.308590,-119.917992,2779979,0,19
4262592,39.308590,-119.917992,2779976,0,19
4262807,39.308590,-119.917992,2779978,0,19
4262973,39.308590,-119.917992,2779955,0,19
4263187,39.308590,-119.917992,2779952,0,19
4263402,39.308590,-119.917992,2779957,1,19
4263567,39.308590,-119.918007,2779935,1,19
4263782,39.308590,-119.918007,2779936,1,19
4264001,39.308590,-119.918007,2779921,1,19
4264167,39.308590,-119.918007,2780023,1,19
4264381,39.308590,-119.918007,2780069,1,19
4264596,39.308590,-119.918007,2780107,1,19
4264761,39.308590,-119.918007,2780170,1,19
4264975,39.308590,-119.918007,2780189,1,19
4265190,39.308590,-119.918007,2780230,1,19
4265405,39.308590,-119.918007,2780239,1,19
4265570,39.308590,-119.918007,2780291,1,19
4265786,39.308590,-119.918007,2780302,1,19
4266000,39.308590,-119.918007,2780342,1,19
4266165,39.308590,-119.918007,2780400,0,19
4266385,39.308590,-119.918007,2780450,0,19
4266599,39.308590,-119.918007,2780555,0,19
4266765,39.308586,-119.918007,2780552,0,19
4266980,39.308586,-119.917992,2780535,1,19
4267194,39.308586,-119.917992,2780529,1,19
4267359,39.308586,-119.917992,2780515,1,19
4267575,39.308586,-119.917992,2780540,1,19
4267789,39.308586,-119.917992,2780514,0,19
4268005,39.308586,-119.917992,2780509,0,19
4268170,39.308586,-119.917992,2780517,0,19
4268385,39.308586,-119.917992,2780510,0,19
4268609,39.308586,-119.917992,2780502,0,19
4268774,39.308586,-119.917992,2780507,0,19
4268988,39.308586,-119.917992,2780455,0,19
4269203,39.308590,-119.917992,2780468,0,19
4269369,39.308590,-119.917992,2780483,0,19
4269584,39.308590,-119.917992,2780505,0,19
4269800,39.308590,-119.917992,2780496,0,18
4269965,39.308590,-119.917992,2780501,0,18
4270180,39.308590,-119.917992,2780512,0,18
4270396,39.308590,-119.917992,2780511,0,18
4270561,39.308590,-119.917992,2780514,0,19
4270775,39.308590,-119.917992,2780534,0,19
4270996,39.308590,-119.917992,2780551,0,19
4271160,39.308590,-119.917992,2780554,0,19
4271375,39.308590,-119.917992,2780551,0,19
4271590,39.308594,-119.917992,2780564,0,19
4271805,39.308594,-119.917992,2780562,0,19
4271970,39.308594,-119.917992,2780564,0,19
4272184,39.308594,-119.917992,2780572,0,19
4272399,39.308594,-119.917992,2780574,0,19
4272563,39.308594,-119.917992,2780565,0,19
4272779,39.308594,-119.917992,2780559,0,19
4272994,39.308594,-119.917992,2780555,0,19
4273159,39.308594,-119.917992,2780537,0,19
4273377,39.308594,-119.917992,2780517,0,19
4273592,39.308594,-119.917992,2780494,0,19
4273757,39.308594,-119.917992,2780479,0,18
4273972,39.308594,-119.917992,2780471,1,18
4274188,39.308594,-119.917992,2780471,1,18
4274403,39.308594,-119.917992,2780456,1,18
4274568,39.308594,-119.917992,2780469,1,18
4274783,39.308594,-119.917992,2780487,1,18
4274998,39.308594,-119.917992,2780476,1,19
4275163,39.308594,-119.917992,2780493,1,19
4275378,39.308594,-119.917992,2780510,1,19
4275599,39.308594,-119.917992,2780499,1,19
4275763,39.308594,-119.917992,2780495,1,19
4275978,39.308594,-119.917992,2780500,1,19
4276192,39.308594,-119.917992,2780503,1,19
4276357,39.308594,-119.917992,2780504,1,19
4276572,39.308594,-119.917992,2780518,1,19
4276787,39.308594,-119.917992,2780526,1,19
4277003,39.308594,-119.917992,2780531,1,19
4277167,39.308594,-119.917992,2780549,1,19
4277382,39.308594,-119.917992,2780566,1,19
4277597,39.308594,-119.917992,2780567,1,19
